N,W,Tiempo
81,1140,1.59588
86,1140,1.70054
91,1140,1.78873
96,1140,1.89644
101,1140,1.98744
106,1140,2.1043
111,1140,2.20441
116,1140,2.30243
121,1140,2.41245
126,1140,2.53653
131,1140,2.62611
136,1140,2.70297
141,1140,2.80963
146,1140,2.89749
151,1140,3.00439
156,1140,3.08641
161,1140,3.18809
166,1140,3.29015
171,1140,3.39237
176,1140,3.50316
181,1140,3.59016
186,1140,3.6957
191,1140,3.79692
196,1140,3.93589
201,1140,4.00619
206,1140,4.09377
211,1140,4.18729
216,1140,4.32727
221,1140,4.38809
226,1140,4.50733
231,1140,4.60378
236,1140,4.70535
241,1140,4.81356
246,1140,4.90376
251,1140,5.00087
256,1140,5.09385
261,1140,5.2115
266,1140,5.33454
271,1140,5.41419
276,1140,5.49999
281,1140,5.6071
286,1140,5.71585
291,1140,5.80408
296,1140,5.90768
301,1140,6.02729
306,1140,6.10801
311,1140,6.22665
316,1140,6.30893
321,1140,6.41471
326,1140,6.51495
331,1140,6.60688
336,1140,6.71817
341,1140,6.81191
346,1140,6.93843
351,1140,7.04165
356,1140,7.15087
361,1140,7.20095
366,1140,7.2877
371,1140,7.38425
376,1140,7.50263
381,1140,7.60893
386,1140,7.74027
391,1140,7.79291
396,1140,7.90192
401,1140,7.99834
406,1140,8.09658
411,1140,8.17408
416,1140,8.2855
421,1140,8.40177
426,1140,8.48317
431,1140,8.57478
436,1140,8.69413
441,1140,8.80042
446,1140,8.90405
451,1140,9.00329
456,1140,9.06614
461,1140,9.17703
466,1140,9.28166
471,1140,9.68502
476,1140,9.7847
481,1140,10.0923
486,1140,9.69692
491,1140,9.80475
496,1140,9.91024
1,1160,0.0191426
2,1160,0.0387945
3,1160,0.0578969
4,1160,0.0774841
5,1160,0.0967546
6,1160,0.115932
7,1160,0.135198
8,1160,0.154792
9,1160,0.174627
10,1160,0.193195
11,1160,0.209696
16,1160,0.305382
21,1160,0.411161
26,1160,0.507732
31,1160,0.622221
36,1160,0.723267
41,1160,0.817253
46,1160,0.920249
51,1160,1.01011
56,1160,1.11578
61,1160,1.21378
66,1160,1.31291
71,1160,1.42558
76,1160,1.53063
81,1160,1.62404
86,1160,1.73018
91,1160,1.81912
96,1160,1.94579
101,1160,2.03223
106,1160,2.1246
111,1160,2.21771
116,1160,2.35937
121,1160,2.45526
126,1160,2.62515
131,1160,2.70537
136,1160,2.78555
141,1160,2.88167
146,1160,2.98635
151,1160,3.09487
156,1160,3.19312
161,1160,3.34223
166,1160,3.39763
171,1160,3.55187
176,1160,3.64557
181,1160,3.74788
186,1160,3.82175
191,1160,3.93474
196,1160,4.01898
201,1160,4.08561
206,1160,4.21405
211,1160,4.31243
216,1160,4.44727
221,1160,4.64655
226,1160,4.57611
231,1160,4.68622
236,1160,4.80689
241,1160,4.89365
246,1160,5.0106
251,1160,5.08995
256,1160,5.20734
261,1160,5.31319
266,1160,5.39515
271,1160,5.52887
276,1160,5.62967
281,1160,5.69528
286,1160,5.80016
291,1160,5.9285
296,1160,6.00955
301,1160,6.11107
306,1160,6.24495
311,1160,6.31653
316,1160,6.4256
321,1160,6.51373
326,1160,6.61645
331,1160,6.75538
336,1160,6.83984
341,1160,6.93612
346,1160,7.03208
351,1160,7.2784
356,1160,7.22926
361,1160,7.31418
366,1160,7.43098
371,1160,7.59254
376,1160,7.63961
381,1160,7.75171
386,1160,7.86436
391,1160,7.95161
396,1160,8.02947
401,1160,8.12984
406,1160,8.2407
411,1160,8.37473
416,1160,8.44622
421,1160,8.55209
426,1160,8.85386
431,1160,9.05544
436,1160,8.95448
441,1160,8.95103
446,1160,9.10595
451,1160,9.22981
456,1160,9.25091
461,1160,9.31657
466,1160,9.49555
471,1160,9.57331
476,1160,9.64712
481,1160,9.78721
486,1160,9.88625
491,1160,9.9846
496,1160,10.1004
1,1180,0.0194518
2,1180,0.0392084
3,1180,0.0590944
4,1180,0.0784667
5,1180,0.0984937
6,1180,0.118177
7,1180,0.137697
8,1180,0.158957
9,1180,0.177937
10,1180,0.197097
11,1180,0.217854
16,1180,0.312309
21,1180,0.411854
26,1180,0.507287
31,1180,0.615441
36,1180,0.721646
41,1180,0.833467
46,1180,0.928812
51,1180,1.03485
56,1180,1.1374
61,1180,1.22675
66,1180,1.34093
71,1180,1.46149
76,1180,1.54798
81,1180,1.66244
86,1180,1.75786
91,1180,1.86293
96,1180,1.95247
101,1180,2.04611
106,1180,2.16371
111,1180,2.26168
116,1180,2.36595
121,1180,2.46113
126,1180,2.58067
131,1180,2.6762
136,1180,2.80438
141,1180,2.9005
146,1180,2.9955
151,1180,3.09629
156,1180,3.20641
161,1180,3.30182
166,1180,3.41069
171,1180,3.49827
176,1180,3.60423
181,1180,3.72813
186,1180,3.82401
191,1180,3.93357
196,1180,4.02604
201,1180,4.12729
206,1180,4.23236
211,1180,4.35884
216,1180,4.46175
221,1180,4.5544
226,1180,4.64605
231,1180,4.74812
236,1180,4.84575
241,1180,4.95289
246,1180,5.0695
251,1180,5.15737
256,1180,5.27782
261,1180,5.36905
266,1180,5.48853
271,1180,5.60556
276,1180,5.69082
281,1180,5.79115
286,1180,5.89351
291,1180,5.98384
296,1180,6.09978
301,1180,6.20845
306,1180,6.3264
311,1180,6.42045
316,1180,6.51295
321,1180,6.63444
326,1180,6.76113
331,1180,6.81163
336,1180,6.92545
341,1180,7.02214
346,1180,7.13138
351,1180,7.22406
356,1180,7.32821
361,1180,7.44128
366,1180,7.53258
371,1180,7.65421
376,1180,7.73312
381,1180,7.86295
386,1180,7.94651
391,1180,8.05637
396,1180,8.15145
401,1180,8.25504
406,1180,8.36537
411,1180,8.47151
416,1180,8.55643
421,1180,8.68181
426,1180,8.76706
431,1180,8.88144
436,1180,8.95147
441,1180,9.06631
446,1180,9.17983
451,1180,9.28466
456,1180,9.36931
461,1180,9.49489
466,1180,9.59696
471,1180,9.70161
476,1180,9.79832
481,1180,9.9163
486,1180,10.0037
491,1180,10.11
496,1180,10.2216
1,1200,0.0198625
2,1200,0.0397384
3,1200,0.0597621
4,1200,0.079316
5,1200,0.100105
6,1200,0.119959
7,1200,0.139372
8,1200,0.159455
9,1200,0.180372
10,1200,0.200482
11,1200,0.221532
16,1200,0.315371
21,1200,0.412842
26,1200,0.524172
31,1200,0.621574
36,1200,0.733485
41,1200,0.84141
46,1200,0.939926
51,1200,1.05032
56,1200,1.15247
61,1200,1.25519
66,1200,1.3659
71,1200,1.46439
76,1200,1.57952
81,1200,1.67634
86,1200,1.7883
91,1200,1.87901
96,1200,1.99789
101,1200,2.08575
106,1200,2.19554
111,1200,2.30539
116,1200,2.39942
121,1200,2.50146
126,1200,2.60204
131,1200,2.7249
136,1200,2.83718
141,1200,2.94028
146,1200,3.03625
151,1200,3.13665
156,1200,3.23993
161,1200,3.33758
166,1200,3.44913
171,1200,3.54829
176,1200,3.70373
181,1200,3.77927
186,1200,3.88685
191,1200,3.98719
196,1200,4.08789
201,1200,4.18637
206,1200,4.29869
211,1200,4.40802
216,1200,4.50953
221,1200,4.63539
226,1200,4.71673
231,1200,4.816
236,1200,4.92872
241,1200,5.02624
246,1200,5.14847
251,1200,5.22675
256,1200,5.34982
261,1200,5.46324
266,1200,5.57629
271,1200,5.68613
276,1200,5.79175
281,1200,5.86739
286,1200,5.97804
291,1200,6.12075
296,1200,6.18012
301,1200,6.3039
306,1200,6.41167
311,1200,6.51232
316,1200,6.61835
321,1200,6.69507
326,1200,6.82849
331,1200,6.98087
336,1200,7.15706
341,1200,7.28016
346,1200,7.26281
351,1200,7.32443
356,1200,7.43536
361,1200,7.53194
366,1200,7.63443
371,1200,7.74813
376,1200,7.87579
381,1200,7.93425
386,1200,8.05596
391,1200,8.16671
396,1200,8.26252
401,1200,8.36568
406,1200,8.47778
411,1200,8.62674
416,1200,8.67574
421,1200,8.78326
426,1200,8.91159
431,1200,8.99055
436,1200,9.09487
441,1200,9.21379
446,1200,9.32803
451,1200,9.44358
456,1200,9.53005
461,1200,9.64028
466,1200,9.75602
471,1200,9.85241
476,1200,9.95121
481,1200,10.0487
486,1200,10.1646
491,1200,10.266
496,1200,10.3849
